pages,publication,dow,week,year,adverts,volume
48,TA,4,8,2020,88,5495
40,TA,3,8,2020,62,2616
40,TA,2,8,2020,56,1977
40,TA,1,8,2020,59,1980
64,KN,4,8,2020,84,4017
64,IG,4,8,2020,81,3937
64,CH,4,8,2020,90,3908
104,WGZ,4,8,2020,182,13952
80,WRG,4,8,2020,149,8436
36,SAM,4,8,2020,138,6114
64,OLT,4,8,2020,80,4085
56,MCG,4,8,2020,104,4584
64,BUT,4,8,2020,130,6980
48,KNG,4,8,2020,98,5813
40,MSL,4,8,2020,43,4809
48,BEN,3,7,2020,151,6563
52,BRN,3,7,2020,156,6931
28,SAR,3,7,2020,96,4066
44,HAT,4,7,2020,159,8670
56,YLG,4,7,2020,133,8430
48,EFG,4,7,2020,113,5775
44,ENI,3,7,2020,176,9505
44,THG,4,7,2020,164,7690
72,CTI,5,8,2020,113,6606
64,CRS,4,8,2020,184,10002
40,NWC,4,8,2020,101,6250
56,WGG,4,8,2020,83,4446
56,SNJ,3,8,2020,105,4913
56,GAZ,4,8,2020,90,5421
72,MG,5,8,2020,200,10574
68,EJ,4,8,2020,215,12228
52,BJ,4,8,2020,170,9039
52,SN,4,8,2020,161,10430
60,TS,4,8,2020,181,11175
64,BR,3,8,2020,177,13506
40,LA,4,8,2020,99,4508
120,HT,4,8,2020,327,20245
40,TIV,2,8,2020,55,2814
40,MHM,4,8,2020,56,3105
72,SDE,6,8,2020,175,3570
56,SDE,5,8,2020,146,4360
48,SDE,4,8,2020,151,5151
48,SDE,3,8,2020,126,5132
64,ROM,5,8,2020,99,6055
40,NFP,4,8,2020,68,3227
72,HAM,4,8,2020,110,5981
72,BAG,4,8,2020,110,6123
64,AAD,5,8,2020,108,5938
112,WTM,3,8,2020,184,14701
40,GUA,3,8,2020,67,4003
72,IMR,4,8,2020,173,2213
72,IMR,4,7,2020,192,2919
40,PPE,3,8,2020,12,1067
40,SDE,2,7,2020,118,3211
40,SDE,1,7,2020,123,3801
40,TNA,0,7,2020,10,1844
40,TNA,6,7,2020,9,1337
40,TNA,5,7,2020,8,1273
40,TNA,4,7,2020,7,1130
40,TNA,3,7,2020,9,1210
40,TNA,2,7,2020,8,1136
40,TNA,1,7,2020,8,1219
24,HER,6,7,2020,21,1943
40,OHA,3,7,2020,1,44
26,HER,5,7,2020,33,1559
26,HER,4,7,2020,32,1806
24,HER,3,7,2020,29,1407
26,HER,2,7,2020,27,1965
24,HER,1,7,2020,20,1566
48,ETI,6,7,2020,18,717
48,ETI,5,7,2020,46,2860
48,ETI,4,7,2020,34,1740
48,ETI,3,7,2020,35,1408
40,ETI,2,7,2020,30,1286
48,ETI,1,7,2020,37,2089
48,OXT PROP,4,6,2020,47,12057
4,BRDO WRAP,3,7,2020,4,1103
4,BR WRAP,3,7,2020,4,1103
24,IOW PROP,5,6,2020,37,3662
8,CFG PROP,4,6,2020,9,1608
56,EJC,4,7,2020,2,124
32,OHS PROP,3,6,2020,31,8657
44,SHE,0,6,2020,19,2211
16,ARG AMS,5,8,2020,14,2784
8,SHS STH,4,8,2020,8,1036
8,ARG AGS,2,8,2020,8,352
48,ASH,3,7,2020,57,2185
40,IRT,2,7,2020,46,1751
40,CCH,3,7,2020,48,1664
48,LMW,3,7,2020,45,1584
40,AYA,2,7,2020,34,1624
48,CIN,3,7,2020,84,5257
48,BHW,4,7,2020,91,4165
72,GH,3,8,2020,105,8287
72,GL,3,8,2020,278,12736
72,SHS,4,8,2020,234,12911
36,RWW,3,8,2020,99,5255
40,LEJ,4,8,2020,155,6676
56,DFP,3,8,2020,66,3965
40,WCH,3,8,2020,47,3753
48,NWP,4,8,2020,153,8258
40,PMT,3,8,2020,42,3840
40,SDE,2,8,2020,125,3111
40,ARG,6,8,2020,41,1925
40,ARG,5,8,2020,51,3130
40,ARG,4,8,2020,53,2627
32,ARG,3,8,2020,40,1758
32,ARG,2,8,2020,44,1500
40,ARG,1,8,2020,39,2154
40,PEN,4,8,2020,46,3176
40,BAR,4,8,2020,36,2032
4,MSL WRAP,4,6,2020,5,1291
40,ALA AAS,3,9,2020,2,574
48,ALA,3,9,2020,102,3427
64,SXWO,4,6,2020,7,656
88,WGMG,4,7,2020,2,88
88,WGC,4,7,2020,2,88
16,HAM PROP,4,6,2020,12,3157
64,REC,4,8,2020,93,5920
8,NFP PROP,4,6,2020,7,1195
68,BFP,5,8,2020,118,5059
4,VIL WRAP,5,8,2020,4,1049
36,VIL,5,8,2020,38,4738
4,BRM WRAP,4,8,2020,5,1095
4,REM WRAP,3,8,2020,5,1095
20,BRM,4,8,2020,40,2539
20,REM,3,8,2020,69,2781
8,ARG PROP,3,6,2020,3,861
4,HN WRAP,4,7,2020,4,1103
72,1EFE,4,7,2020,1,233
32,GRT,6,7,2020,49,1439
32,GRT,5,7,2020,55,1746
32,GRT,4,7,2020,54,1616
28,GRT,3,7,2020,50,1118
32,GRT,2,7,2020,46,1539
36,GRT,1,7,2020,46,1581
40,CLP,3,7,2020,43,2732
16,PAP,5,7,2020,24,1406
40,HLA,4,7,2020,46,2729
40,DBR,2,7,2020,34,2296
40,GZN,3,7,2020,39,2266
56,NEWS,6,7,2020,43,2774
40,NEWS,5,7,2020,15,1501
40,NEWS,4,7,2020,30,2148
56,NEWS,3,7,2020,45,5918
48,NEWS,2,7,2020,27,3910
40,NEWS,1,7,2020,36,1891
40,TMAI,6,7,2020,24,2024
40,TMAI,5,7,2020,44,3208
40,TMAI,4,7,2020,36,2495
48,TMAI,3,7,2020,55,3676
48,TMAI,2,7,2020,34,3713
48,TMAI,1,7,2020,53,6772
48,BWM,2,7,2020,114,4219
72,NE,6,8,2020,98,4337
56,NE,5,8,2020,110,4441
64,NE,4,8,2020,100,4052
56,NE,3,8,2020,106,2923
48,NE,2,8,2020,79,1605
48,NE,1,8,2020,73,1856
64,DU,4,8,2020,86,7726
88,DS,5,8,2020,163,7250
56,BNE,6,8,2020,86,2989
40,BNE,5,8,2020,97,3255
48,BNE,4,8,2020,104,3890
40,BNE,3,8,2020,78,2379
40,BNE,2,8,2020,83,2247
40,BNE,1,8,2020,85,2786
48,LTE,6,8,2020,65,2658
40,LTE,5,8,2020,75,3480
48,LTE,4,8,2020,83,3656
40,LTE,3,8,2020,61,2327
40,LTE,2,8,2020,59,2662
40,LTE,1,8,2020,60,2670
40,BRA,6,8,2020,31,2889
48,BRA,5,8,2020,49,3288
64,BRA,4,8,2020,66,6047
40,BRA,3,8,2020,33,1856
40,BRA,2,8,2020,38,2703
40,BRA,1,8,2020,41,2677
56,CEG,5,7,2020,77,3742
40,CEG,4,7,2020,43,2972
40,CEG,3,7,2020,39,2203
40,CEG,2,7,2020,42,3764
40,CEG,1,7,2020,39,1880
64,BEC,5,7,2020,173,6261
72,BEC,4,7,2020,138,8986
40,BEC,3,7,2020,81,3078
40,BEC,2,7,2020,124,3499
40,BEC,1,7,2020,83,3535
48,SLO,5,8,2020,52,2905
24,SLM,3,8,2020,35,1386
40,BKN,3,8,2020,56,4081
56,RJO,3,8,2020,204,9439
64,OBCA,3,8,2020,81,4675
64,TLE,5,8,2020,94,5654
48,TLE,4,8,2020,95,6640
48,TLE,3,8,2020,84,3114
40,TLE,2,8,2020,69,2449
40,TLE,1,8,2020,73,2380
48,WN,6,8,2020,119,3734
40,WN,5,8,2020,94,4119
48,WN,4,8,2020,99,4998
40,WN,3,8,2020,80,1793
32,WN,2,8,2020,75,2079
32,WN,1,8,2020,72,2002
88,WGH,4,8,2020,150,10971
84,WIT,5,8,2020,115,10779
48,WIG,3,8,2020,71,5678
72,OXT,4,8,2020,83,5981
40,OHS,3,8,2020,68,4149
32,BIA,4,8,2020,55,4438
32,OXM,6,8,2020,22,1436
48,OXM,5,8,2020,52,5417
40,OXM,4,8,2020,51,4017
40,OXM,3,8,2020,38,3747
32,OXM,2,8,2020,27,1508
36,OXM,1,8,2020,32,2239
40,SDE,1,8,2020,130,3375
28,SWW,4,7,2020,165,5766
88,SAJ,4,7,2020,135,8609
72,BRI,4,7,2020,113,6349
64,DOR,6,7,2020,108,3809
64,DOR,5,7,2020,127,8181
48,DOR,4,7,2020,121,7015
48,DOR,3,7,2020,115,5025
48,DOR,2,7,2020,111,3183
40,DOR,1,7,2020,110,2780
48,CHR,4,7,2020,162,7529
80,BDE,6,7,2020,269,6427
64,BDE,5,7,2020,253,8890
48,BDE,4,7,2020,243,5419
56,BDE,3,7,2020,243,6398
56,BDE,2,7,2020,237,4391
40,BDE,1,7,2020,242,4037
32,SWA,6,8,2020,66,3464
40,SWA,5,8,2020,67,4540
36,SWA,4,8,2020,71,4154
48,SWA,3,8,2020,68,4140
32,SWA,2,8,2020,51,1837
32,SWA,1,8,2020,59,2275
4,TSF WRAP,6,6,2020,15,1908
60,TSF,6,6,2020,114,2835
88,HMA,6,6,2020,24,2157
64,TEE,5,7,2020,4,235
64,TEE,4,7,2020,4,235
56,TEE,3,7,2020,5,279
48,TEE,2,7,2020,5,279
64,CO,4,7,2020,3,414
64,CR,4,7,2020,2,127
48,TEE,1,7,2020,4,235
16,WTM PROP,3,6,2020,5,1068
60,HFM,6,6,2020,31,2973
32,CKBB,5,7,2020,32,1481
64,SCN,5,7,2020,61,5748
40,HMS,5,6,2020,61,3254
52,ECS,5,6,2020,81,5048
36,YAV,5,7,2020,45,1717
44,HLM,0,6,2020,4,297
8,BRA BAPS,1,6,2020,5,463
4,SUE WRAP,4,6,2020,4,1058
4,EPE WRAP,4,6,2020,4,1058
4,SUG WRAP,4,6,2020,4,1058
172,YL,4,7,2020,111,8123
148,DL,4,7,2020,109,7802
108,WTB,3,8,2020,68,4699
4,WWE WRAP,4,6,2020,4,1058
4,RTT WRAP,4,6,2020,4,1058
116,LI,4,7,2020,77,5688
4,HAT WRAP,4,6,2020,5,1068
48,HL,4,6,2020,5,390
4,ENI WRAP,3,6,2020,4,1058
116,SUT,1,8,2020,64,7141
44,WWE,4,6,2020,15,1413
56,GY,4,6,2020,3,117
56,GT,4,6,2020,3,117
4,SN WRAP,4,7,2020,4,1103
44,SUE,4,6,2020,17,715
44,EPE,4,6,2020,17,939
132,DGLI,3,7,2020,56,4292
48,BRA,5,6,2020,46,2621
4,NF WRAP,1,10,2020,5,599
48,1CFF,4,6,2020,2,54
52,NF,1,10,2020,80,4350
4,THG WRAP,4,6,2020,5,1113
4,BBT WRAP,4,6,2020,7,1552
24,TIP,1,7,2020,23,3026
12,BFP PROP,5,5,2020,13,2835
44,RTT,4,6,2020,87,4782
96,IOW,5,7,2020,341,12069
16,FKE,4,6,2020,70,2724
44,SUG,4,6,2020,112,4773
36,BBT,4,6,2020,209,6398
64,WAO,5,6,2020,164,5725
32,HGA,5,6,2020,49,3344
40,MBS,4,6,2020,78,4822
48,BWT,4,6,2020,85,4891
48,CFG,4,6,2020,104,5087
48,GWE,3,6,2020,6,814
4,SAR WRAP,3,6,2020,3,1058
48,DFE,3,6,2020,4,662
40,LAT,4,7,2020,2,25
60,BRDO,3,7,2020,2,71
4,BRDO WRAP,3,6,2020,4,1103
4,BR WRAP,3,6,2020,4,1103
4,SN WRAP,4,6,2020,8,2206
88,WGMG,4,6,2020,2,88
88,WGC,4,6,2020,2,88
8,SWA SASE,6,6,2020,1,44
8,SWA SAMT,5,6,2020,14,1183
12,SWA SFTW,4,6,2020,9,759
40,TMAI,5,6,2020,49,2786
4,LEN 1,3,6,2020,4,1058
4,BRN 1,3,6,2020,4,1058
52,LEN,3,6,2020,6,569
64,PAC,3,6,2020,7,171
64,TCNL,5,6,2020,109,8352
34,TCN,5,6,2020,105,5661
56,WIB,5,6,2020,33,3061
8,HEX HCVS,4,6,2020,6,681
56,EJC,4,6,2020,5,138
32,TP PROP,4,5,2020,28,7646
12,SDY,0,7,2020,1,296
12,SDY,0,6,2020,1,296
72,TEE,6,6,2020,6,422
64,HE,3,6,2020,7,671
40,LAT,4,6,2020,3,47
64,BTRA,4,7,2020,2,43
40,PBL,5,6,2020,50,2386
48,ELC,4,6,2020,108,4118
64,DNP,4,6,2020,135,5785
40,CFT,4,6,2020,75,3178
40,BOR,3,6,2020,39,2479
48,ALA,3,6,2020,74,3088
72,HEX,4,6,2020,125,6992
80,TIME,5,6,2020,130,7727
80,TWN,3,6,2020,118,7708
64,FPP,3,6,2020,58,3816
120,SCG,4,6,2020,178,8225
40,TP,6,7,2020,51,2292
48,TP,5,7,2020,76,6232
56,TP,4,7,2020,70,4256
40,TP,3,7,2020,68,2721
40,TP,2,7,2020,53,2234
40,TP,1,7,2020,52,2601
48,TA,6,7,2020,56,2437
40,TA,5,7,2020,85,2580
48,TA,4,7,2020,100,5915
40,TA,3,7,2020,75,2668
40,TA,2,7,2020,62,1783
40,TA,1,7,2020,64,2367
64,KN,4,7,2020,85,4725
60,IG,4,7,2020,84,4718
72,CH,4,7,2020,95,4392
96,WGZ,4,7,2020,175,13550
80,WRG,4,7,2020,146,7908
40,SAM,4,7,2020,147,6879
64,OLT,4,7,2020,76,3520
56,MCG,4,7,2020,113,4316
64,BUT,4,7,2020,123,5855
48,KNG,4,7,2020,92,4335
40,MSL,4,7,2020,44,4965
48,BEN,3,6,2020,147,6936
52,BRN,3,6,2020,139,7757
28,SAR,3,6,2020,98,4755
44,HAT,4,6,2020,143,8620
56,YLG,4,6,2020,151,7959
48,EFG,4,6,2020,131,5723
44,ENI,3,6,2020,192,9324
44,THG,4,6,2020,167,7915
72,CTI,5,7,2020,103,5912
56,CRS,4,7,2020,173,8147
40,NWC,4,7,2020,113,6313
56,WGG,4,7,2020,75,4121
56,SNJ,3,7,2020,110,5953
56,GAZ,4,7,2020,96,5149
56,MG,5,7,2020,148,6667
56,EJ,4,7,2020,194,9797
56,BJ,4,7,2020,156,9933
44,SN,4,7,2020,163,8269
48,RA,3,7,2020,142,9377
48,TS,4,7,2020,190,9189
36,HN,4,7,2020,134,6907
60,BR,3,7,2020,169,11136
40,LA,4,7,2020,113,5078
112,HT,4,7,2020,311,17727
40,TIV,2,7,2020,68,4373
40,MHM,4,7,2020,49,3847
72,SDE,6,7,2020,158,3573
56,SDE,5,7,2020,156,4999
48,SDE,4,7,2020,155,4219
48,SDE,3,7,2020,143,5073
72,ROM,5,7,2020,96,5442
40,NFP,4,7,2020,67,3455
80,HAM,4,7,2020,135,6236
72,BAG,4,7,2020,105,6522
56,AAD,5,7,2020,107,6424
88,WTM,3,7,2020,163,9195
40,GUA,3,7,2020,67,4101
72,IMR,4,6,2020,187,2782
12,ECS PROP,5,5,2020,11,2366
16,SPT,6,6,2020,2,88
12,SPT,5,6,2020,2,88
40,PPE,3,7,2020,13,997
24,HER,6,6,2020,19,1437
26,HER,5,6,2020,38,1967
26,HER,4,6,2020,32,1490
24,HER,3,6,2020,36,1437
26,HER,2,6,2020,22,1808
24,HER,1,6,2020,14,981
64,TEE,6,5,2020,7,485
72,TEE,6,7,2020,6,422
72,NE,6,7,2020,117,4505
72,NE,6,6,2020,111,4697
64,NE,6,5,2020,104,2960
8,OXM OXSP,6,5,2020,6,1032
8,CFG PROP,4,5,2020,6,659
24,OXT PROP,4,5,2020,27,6310
32,AIM,6,11,2020,19,3498
24,IOW PROP,5,5,2020,41,4119
8,LTE LTSUP,5,5,2020,17,2293
40,TNA,0,6,2020,7,1270
40,TNA,6,6,2020,7,1130
40,TNA,5,6,2020,7,1047
40,TNA,4,6,2020,7,1130
40,TNA,3,6,2020,9,1309
40,TNA,2,6,2020,7,1047
40,OHD,3,6,2020,1,44
40,TNA,1,6,2020,7,1130
12,SDY,0,5,2020,1,296
20,SHE HOSS,0,5,2020,5,463
44,SHE,0,5,2020,17,2007
32,OHS PROP,3,5,2020,30,8370
48,ETI,6,6,2020,21,813
48,ETI,5,6,2020,40,1126
48,ETI,4,6,2020,36,1471
48,ETI,3,6,2020,39,1911
40,ETI,2,6,2020,30,1383
48,ETI,1,6,2020,32,1635
16,ARG AMS,5,7,2020,9,2439
8,ARG AGS,2,7,2020,8,352
48,ASH,3,6,2020,64,2077
40,IRT,2,6,2020,38,1619
40,CCH,3,6,2020,38,1603
40,LMW,3,6,2020,48,1542
40,AYA,2,6,2020,21,1192
48,CIN,3,6,2020,88,4698
48,BHW,4,6,2020,100,4358
72,GH,3,7,2020,104,8177
72,GL,3,7,2020,283,14065
72,SHS,4,7,2020,231,12836
32,RWW,3,7,2020,97,5064
40,LEJ,4,7,2020,156,6759
56,DFP,3,7,2020,71,4410
40,WCH,3,7,2020,55,3722
48,NWP,4,7,2020,166,8865
40,PMT,3,7,2020,47,4219
40,ARG,6,7,2020,38,2051
40,ARG,5,7,2020,52,3167
40,ARG,4,7,2020,54,2676
32,ARG,3,7,2020,46,2094
32,ARG,2,7,2020,37,1637
40,ARG,1,7,2020,44,2060
40,PEN,4,7,2020,48,2900
40,BAR,4,7,2020,39,2565
72,1EFE,4,6,2020,1,233
60,BRDO,3,6,2020,2,71
48,SDE,4,6,2020,152,5339
56,SDE,5,6,2020,147,4495
80,IOW,5,6,2020,307,7666
72,SDE,6,6,2020,138,3215
48,SDE,3,6,2020,115,4008
40,SDE,2,6,2020,112,3063
40,SDE,1,6,2020,121,3208
64,ROM,5,6,2020,101,5543
40,NFP,4,6,2020,68,3385
72,HAM,4,6,2020,120,5380
80,BAG,4,6,2020,130,7598
72,AAD,5,6,2020,119,7181
8,ARG PROP,3,5,2020,3,495
4,MSL WRAP,4,5,2020,4,1004
64,SXWO,4,5,2020,12,1086
8,OLT OLTSUP,4,5,2020,5,586
4,SUE WRAP,4,5,2020,4,1058
4,EPE WRAP,4,5,2020,4,1058
4,SUG WRAP,4,5,2020,4,1058
24,BRM,4,7,2020,52,3859
64,REC,4,7,2020,107,5650
40,BKN,3,7,2020,57,4389
48,SLO,5,7,2020,48,2604
64,CO,4,6,2020,1,143
24,REM,3,7,2020,67,3444
64,CR,4,6,2020,1,143
60,BFP,5,7,2020,117,4828
24,SLM,3,7,2020,29,1352
64,TEE,5,6,2020,4,235
64,TEE,4,6,2020,5,298
56,TEE,3,6,2020,5,298
48,TEE,2,6,2020,5,298
48,TEE,1,6,2020,5,378
4,BRDO WRAP,3,5,2020,1,242
4,BR WRAP,3,5,2020,4,1103
4,TSF WRAP,6,5,2020,8,903
52,TSF,6,5,2020,95,2999
4,RWW WRAP,3,5,2020,4,1103
56,FL,5,7,2020,1,44
8,HMS HMSUP0,5,5,2020,12,1158
36,EW,6,7,2020,14,2020
32,GRT,6,6,2020,49,1252
32,GRT,5,6,2020,61,1807
32,GRT,4,6,2020,45,1383
28,GRT,3,6,2020,45,1167
32,GRT,2,6,2020,67,1739
36,GRT,1,6,2020,44,931
40,CLP,3,6,2020,43,2449
16,PAP,5,6,2020,29,1779
40,HLA,4,6,2020,46,2537
40,DBR,2,6,2020,32,2328
40,GZN,3,6,2020,43,2186
56,NEWS,6,6,2020,55,3776
40,NEWS,5,6,2020,24,1484
40,NEWS,4,6,2020,32,1903
48,NEWS,3,6,2020,43,3766
56,NEWS,2,6,2020,39,5814
40,NEWS,1,6,2020,31,1189
40,TMAI,6,6,2020,28,1449
56,TMAI,4,6,2020,50,4207
48,TMAI,3,6,2020,54,3786
40,TMAI,2,6,2020,38,1623
48,TMAI,1,6,2020,37,3915
48,BWM,2,6,2020,122,4840
64,NE,5,7,2020,119,5806
64,NE,4,7,2020,103,3407
56,NE,3,7,2020,102,2681
48,NE,2,7,2020,84,2099
48,NE,1,7,2020,78,2037
64,DU,4,7,2020,94,7024
88,DS,5,7,2020,184,7698
64,BNE,6,7,2020,97,4256
40,BNE,5,7,2020,97,3430
48,BNE,4,7,2020,93,3612
40,BNE,3,7,2020,83,2342
40,BNE,2,7,2020,79,1999
40,BNE,1,7,2020,94,2966
64,LTE,6,7,2020,79,5144
40,LTE,5,7,2020,72,4026
48,LTE,4,7,2020,72,3436
40,LTE,3,7,2020,57,2287
40,LTE,2,7,2020,58,2447
40,LTE,1,7,2020,64,2694
40,BRA,6,7,2020,32,2806
48,BRA,5,7,2020,57,3500
64,BRA,4,7,2020,74,7303
40,BRA,3,7,2020,30,1803
40,BRA,2,7,2020,43,3349
40,BRA,1,7,2020,48,2908
56,CEG,5,6,2020,58,3406
40,CEG,4,6,2020,48,3099
40,CEG,3,6,2020,38,1986
40,CEG,2,6,2020,46,3390
40,CEG,1,6,2020,42,1803
64,BEC,5,6,2020,182,6885
72,BEC,4,6,2020,149,9082
40,BEC,3,6,2020,81,3212
40,BEC,2,6,2020,109,3042
40,BEC,1,6,2020,81,3272
60,BFP,5,6,2020,108,5390
48,SLO,5,6,2020,50,3039
24,REM,3,6,2020,76,3223
32,BRM,4,6,2020,57,5282
64,REC,4,6,2020,104,4779
48,BKN,3,6,2020,70,6572
56,RJO,3,7,2020,205,9449
64,OBCA,3,7,2020,85,5025
56,TLE,5,7,2020,103,5068
48,TLE,4,7,2020,98,6127
40,TLE,3,7,2020,70,2873
40,TLE,2,7,2020,65,2353
40,TLE,1,7,2020,67,2382
40,WN,6,7,2020,79,2332
40,WN,5,7,2020,96,3177
64,WN,4,7,2020,126,7431
40,WN,3,7,2020,79,1746
40,WN,2,7,2020,72,1771
32,WN,1,7,2020,71,2217
88,WGH,4,7,2020,144,10353
84,WIT,5,7,2020,109,9607
48,WIG,3,7,2020,72,6198
72,OXT,4,7,2020,77,4727
40,OHS,3,7,2020,72,4230
32,BIA,4,7,2020,57,4735
32,OXM,6,7,2020,23,1345
48,OXM,5,7,2020,49,5068
40,OXM,4,7,2020,51,3456
32,OXM,3,7,2020,35,2505
32,OXM,2,7,2020,24,1391
32,OXM,1,7,2020,31,2010
32,SWW,4,6,2020,164,7068
88,SAJ,4,6,2020,150,10078
72,BRI,4,6,2020,120,7131
64,DOR,6,6,2020,127,3809
48,DOR,5,6,2020,129,4723
48,DOR,4,6,2020,149,6660
40,DOR,3,6,2020,145,3161
40,DOR,2,6,2020,116,2241
56,DOR,1,6,2020,134,4737
40,CHR,4,6,2020,158,6030
80,BDE,6,6,2020,277,6606
64,BDE,5,6,2020,263,6540
48,BDE,4,6,2020,265,5332
56,BDE,3,6,2020,244,6213
40,BDE,2,6,2020,205,2963
40,BDE,1,6,2020,211,3582
32,SWA,6,7,2020,59,3402
40,SWA,5,7,2020,73,4611
36,SWA,4,7,2020,74,4266
48,SWA,3,7,2020,66,4033
32,SWA,2,7,2020,56,2216
32,SWA,1,7,2020,56,2107
8,NFP PROP,4,5,2020,7,1339
12,HAM PROP,4,5,2020,19,5311
64,BTRA,4,6,2020,2,43
12,FRE,5,5,2020,14,2886
64,EPED,4,6,2020,8,865
8,OXM OXSP,5,5,2020,6,1032
68,FJO,6,5,2020,43,1737
4,GL WRAP,3,5,2020,4,1103
52,EAR,6,5,2020,21,1309
64,SCN,5,6,2020,65,5705
40,HMS,5,5,2020,60,3405
52,ECS,5,5,2020,74,4572
32,SLI,5,5,2020,21,1404
4,BAG WRAP,4,5,2020,4,1094
44,HLM,0,5,2020,6,480
88,HMA,6,5,2020,17,1751
36,EW,6,4,2020,17,2147
4,VIL WRAP,5,6,2020,4,1049
36,VIL,5,6,2020,32,3682
8,MBS MABU,4,5,2020,11,1158
44,SUE,4,5,2020,18,900
44,EPE,4,5,2020,16,1057
24,BRA STVS,6,5,2020,15,1324
4,WGC WRAP,4,5,2020,4,1094
4,REM WRAP,3,5,2020,5,1095
4,WGMG WRAP,4,5,2020,4,1094
100,WGC,4,5,2020,2,88
100,WGMG,4,5,2020,2,88
4,THG WRAP,4,5,2020,5,1113
4,WGH WRAP,4,5,2020,4,1094
12,BFP PROP,5,4,2020,12,2919
40,WWE,4,5,2020,8,978
4,EFG WRAP,4,5,2020,4,1031
4,HAT WRAP,4,5,2020,5,1068
4,HL WRAP,4,5,2020,4,1031
4,YLG WRAP,4,5,2020,4,1031
56,GY,4,5,2020,3,117
4,ENI WRAP,3,5,2020,4,1058
56,GT,4,5,2020,3,117
48,1CFF,4,5,2020,1,44
52,HL,4,5,2020,10,729
8,BWT BWTS,4,5,2020,6,1032
4,SAR WRAP,3,5,2020,5,1355
100,INCU,3,6,2020,33,3156
4,SWW 1,4,5,2020,4,1076
40,RTT,4,5,2020,100,5957
88,IOW,5,5,2020,341,8593
16,FKE,4,5,2020,87,2978
44,SUG,4,5,2020,127,4852
64,WAO,5,5,2020,142,6285
32,HGA,5,5,2020,45,3496
40,MBS,4,5,2020,70,4053
48,BWT,4,5,2020,78,3723
48,CFG,4,5,2020,101,5252
48,DFE,3,5,2020,7,1285
48,GWE,3,5,2020,4,909
4,BBT WRAP,4,5,2020,5,1345
36,BBT,4,5,2020,212,7090
56,FL,5,6,2020,1,44
40,FL,3,6,2020,1,44
40,FL,1,6,2020,1,44
4,PAC WRAP,3,5,2020,4,1094
4,HE WRAP,3,5,2020,4,1094
100,LH,5,6,2020,43,3827
4,FPP WRAP,3,5,2020,4,1094
4,TS WRAP,4,5,2020,3,1103
4,RA WRAP,3,5,2020,3,816
60,PAC,3,5,2020,6,594
60,HE,3,5,2020,5,533
40,LAT,4,5,2020,3,47
60,FPP,3,5,2020,68,4793
8,WGH WGH1,4,5,2020,19,1761
8,WGH WGH0,4,5,2020,6,1722
40,PPE,3,6,2020,10,741
148,HFL,5,6,2020,95,7008
4,EJC WRAP,4,5,2020,8,2116
4,EJ WRAP,4,5,2020,8,2116
4,LEN 1,3,5,2020,4,1058
4,BRN 1,3,5,2020,4,1058
8,SWA SASP,5,5,2020,8,2296
8,SWA SASE,6,5,2020,1,44
8,SWA SAMT,5,5,2020,13,1868
12,SWA SFTW,4,5,2020,8,760
8,SWA SASP,1,5,2020,25,2289
4,BJ WRAP,4,5,2020,7,2170
60,EJC,4,5,2020,3,124
16,SPT,6,5,2020,3,132
12,SPT,5,5,2020,3,132
44,LEN,3,5,2020,2,327
72,IMR,4,5,2020,192,3741
4,SUE WRAP,4,4,2020,4,1058
4,EPE WRAP,4,4,2020,5,1255
4,SUG WRAP,4,4,2020,4,1058
16,WTM WTM SUPP0,3,5,2020,18,2232
40,PBL,5,5,2020,61,2724
48,ELC,4,5,2020,116,3994
64,DNP,4,5,2020,175,5827
40,CFT,4,5,2020,96,2879
40,BOR,3,5,2020,43,2271
48,ALA,3,5,2020,79,3600
88,HEX,4,5,2020,135,9663
80,TIME,5,5,2020,112,7654
80,TWN,3,5,2020,114,8032
112,SCG,4,5,2020,190,9099
40,TP,6,6,2020,59,2442
48,TP,5,6,2020,69,4127
48,TP,4,6,2020,70,3293
40,TP,3,6,2020,66,2515
40,TP,2,6,2020,54,1971
40,TP,1,6,2020,57,2518
48,TA,6,6,2020,67,2513
40,TA,5,6,2020,82,2753
48,TA,4,6,2020,95,5514
40,TA,3,6,2020,75,2742
40,TA,2,6,2020,63,1959
40,TA,1,6,2020,65,2004
64,KN,4,6,2020,90,3713
64,IG,4,6,2020,91,3750
64,CH,4,6,2020,83,3375
112,WGZ,4,6,2020,179,14305
80,WRG,4,6,2020,146,8607
32,SAM,4,6,2020,145,5266
64,OLT,4,6,2020,70,3786
56,MCG,4,6,2020,109,4565
64,BUT,4,6,2020,127,7609
48,KNG,4,6,2020,92,4628
36,MSL,4,6,2020,40,4864
48,BEN,3,5,2020,125,4630
44,BRN,3,5,2020,144,5471
28,SAR,3,5,2020,85,3689
44,HAT,4,5,2020,139,7947
52,YLG,4,5,2020,147,6695
52,EFG,4,5,2020,134,5243
44,ENI,3,5,2020,184,8212
44,THG,4,5,2020,157,6756
72,CTI,5,6,2020,115,6920
64,CRS,4,6,2020,185,9733
40,NWC,4,6,2020,111,7073
56,WGG,4,6,2020,79,4715
56,SNJ,3,6,2020,120,5576
56,GAZ,4,6,2020,88,5503
64,MG,5,6,2020,164,9932
56,EJ,4,6,2020,200,10503
48,BJ,4,6,2020,161,10440
52,SN,4,6,2020,174,10503
