pages,publication,dow,week,year,adverts,volume
48,KNG,4,29,2022,64,3394
72,BFP,5,29,2022,96,6533
40,SLO,5,29,2022,54,4403
72,REC,4,29,2022,76,5471
40,BKN,3,29,2022,54,4413
48,DFP,3,29,2022,52,4050
8,ARG PROP,3,27,2022,1,288
4,WIT WRAP,5,28,2022,4,1103
88,WGMG,4,28,2022,2,108
88,WGC,4,28,2022,2,108
8,SDE SDE0,4,27,2022,14,3041
40,OHW,3,28,2022,1,44
40,OHD,3,28,2022,1,44
40,OHA,3,28,2022,1,44
80,OXT,4,31,2022,96,10405
56,OBCA,3,31,2022,76,6667
16,ARG AGS,6,31,2022,1,287
8,ARG AMS,5,31,2022,9,1138
8,ARG AGNS,1,31,2022,1,287
40,ARG,6,31,2022,36,2523
40,ARG,5,31,2022,48,3113
40,ARG,4,31,2022,56,3704
32,ARG,3,31,2022,41,2455
32,ARG,2,31,2022,36,2269
32,ARG,1,31,2022,37,2268
4,SWA WRAP,5,27,2022,4,1103
48,TNA,0,28,2022,2,430
40,TNA,6,28,2022,7,907
40,TNA,5,28,2022,7,1130
40,TNA,4,28,2022,9,1114
40,TNA,3,28,2022,9,1209
40,TNA,2,28,2022,9,1114
40,TNA,1,28,2022,10,1347
12,SDY,0,27,2022,1,296
16,ARG AGS,6,30,2022,1,287
8,ARG AMS,5,30,2022,9,1138
8,ARG AGNS,1,30,2022,1,287
40,WCH,3,30,2022,43,3751
88,OXT,4,30,2022,100,11413
56,OBCA,3,30,2022,81,6725
40,ARG,6,30,2022,33,2157
40,ARG,5,30,2022,54,3649
40,ARG,4,30,2022,48,3599
32,ARG,3,30,2022,42,2279
32,ARG,2,30,2022,36,2161
32,ARG,1,30,2022,40,2258
48,EJC,4,28,2022,2,88
8,GUA SWG1,3,28,2022,11,2295
56,OLT,5,29,2022,42,2099
40,OLT,3,29,2022,41,2125
40,OLT,2,29,2022,39,2177
40,OLT,1,29,2022,40,1979
36,EW,6,29,2022,22,2223
36,GRT,6,28,2022,25,1165
32,GRT,5,28,2022,45,2093
32,GRT,4,28,2022,30,1164
28,GRT,3,28,2022,31,1129
32,GRT,2,28,2022,30,1373
32,GRT,1,28,2022,32,1505
40,CLP,3,28,2022,34,1708
40,HLA,4,28,2022,32,1842
40,DBR,2,28,2022,23,1443
40,GZN,3,28,2022,32,1894
40,ALA,3,28,2022,54,2345
40,NEWS,6,28,2022,37,3069
40,NEWS,5,28,2022,26,1350
40,NEWS,4,28,2022,32,1734
40,NEWS,3,28,2022,28,1686
40,NEWS,2,28,2022,24,1351
40,NEWS,1,28,2022,29,1932
56,BWM,2,28,2022,103,5221
56,NE,6,29,2022,60,3282
56,NE,5,29,2022,61,3667
56,NE,4,29,2022,65,2827
56,NE,3,29,2022,60,2695
48,NE,2,29,2022,55,1883
48,NE,1,29,2022,42,1463
64,DU,4,29,2022,56,3564
88,DS,5,29,2022,101,6733
56,BNE,6,29,2022,64,2548
40,BNE,5,29,2022,72,2990
40,BNE,4,29,2022,74,2741
40,BNE,3,29,2022,64,2348
40,BNE,2,29,2022,69,2546
40,BNE,1,29,2022,68,2284
48,OLT,4,29,2022,48,2621
56,LTE,6,29,2022,60,2909
40,LTE,5,29,2022,63,3185
40,LTE,4,29,2022,69,3025
40,LTE,3,29,2022,58,2592
40,LTE,2,29,2022,52,2423
40,LTE,1,29,2022,53,2221
32,BRA,6,29,2022,26,1760
48,BRA,5,29,2022,41,3418
48,BRA,4,29,2022,40,3826
40,BRA,3,29,2022,39,2720
40,BRA,2,29,2022,25,1701
48,BRA,1,29,2022,29,2382
56,CEG,5,29,2022,53,3479
40,CEG,4,29,2022,42,3043
32,CEG,3,29,2022,38,2282
32,CEG,2,29,2022,51,2285
32,CEG,1,29,2022,35,1553
68,BEC,5,29,2022,111,6148
48,BEC,4,29,2022,85,5028
40,BEC,3,29,2022,78,3490
40,BEC,2,29,2022,143,3457
40,BEC,1,29,2022,77,3377
64,RJO,3,29,2022,146,7847
48,TLE,5,29,2022,72,3292
40,TLE,4,29,2022,77,3822
40,TLE,3,29,2022,67,2788
40,TLE,2,29,2022,67,2545
40,TLE,1,29,2022,60,2130
40,WN,6,29,2022,44,1966
40,WN,5,29,2022,66,4260
40,WN,4,29,2022,63,3918
32,WN,3,29,2022,50,2555
32,WN,2,29,2022,41,1936
32,WN,1,29,2022,44,1957
88,WGH,4,29,2022,93,9947
80,WIT,5,29,2022,88,9340
40,WIG,3,29,2022,57,6393
40,OHS,3,29,2022,64,4761
32,BIA,4,29,2022,43,4958
48,OXM,6,29,2022,32,2777
40,OXM,5,29,2022,43,4221
32,OXM,4,29,2022,43,2917
32,OXM,3,29,2022,29,1967
32,OXM,2,29,2022,28,2194
32,OXM,1,29,2022,25,1935
64,SDE,6,29,2022,78,4039
40,SDE,5,29,2022,101,4092
48,SDE,4,29,2022,96,5178
48,SDE,3,29,2022,79,3735
40,SDE,2,29,2022,74,3401
40,SDE,1,29,2022,74,3422
24,SWW,4,28,2022,90,4252
64,SAJ,4,28,2022,112,7366
48,BRI,4,28,2022,91,6216
56,DOR,6,28,2022,108,3956
40,DOR,5,28,2022,111,3691
40,DOR,4,28,2022,102,4292
40,DOR,3,28,2022,111,3233
40,DOR,2,28,2022,93,2511
40,DOR,1,28,2022,103,2963
72,BDE,6,28,2022,139,4955
48,BDE,5,28,2022,158,5176
48,BDE,4,28,2022,140,5413
48,BDE,3,28,2022,135,3769
40,BDE,2,28,2022,142,3603
40,BDE,1,28,2022,146,3432
48,SWA,6,29,2022,41,2809
44,SWA,5,29,2022,66,5816
40,SWA,4,29,2022,67,5327
40,SWA,3,29,2022,50,3368
32,SWA,2,29,2022,41,2882
32,SWA,1,29,2022,42,2718
76,TSF,6,27,2022,76,2183
16,SPT,6,29,2022,2,88
12,SPT,5,29,2022,2,88
32,SPT,4,29,2022,9,1629
12,SPT,3,29,2022,2,88
12,SPT,2,29,2022,2,88
28,HER,6,29,2022,18,2297
24,HER,5,29,2022,29,1787
24,HER,4,29,2022,23,2310
24,HER,3,29,2022,28,2656
24,HER,2,29,2022,24,1654
22,HER,1,29,2022,23,1801
48,ETI,6,29,2022,19,1083
48,ETI,5,29,2022,34,1677
48,ETI,4,29,2022,29,1975
48,ETI,3,29,2022,25,1732
48,ETI,2,29,2022,27,1816
48,ETI,1,29,2022,26,1974
4,TSF WRAP,6,27,2022,5,625
72,IMR,4,28,2022,147,3360
48,HL,4,28,2022,3,82
116,VWS,0,31,2022,30,3896
8,TA TASP,4,27,2022,4,458
32,HMS,5,28,2022,46,2968
56,ECS,5,28,2022,61,3899
8,CH CHSP,4,27,2022,4,458
32,CFT,4,28,2022,62,3758
96,MEND,4,27,2022,2,54
8,TIV TIVY SUP1,2,27,2022,8,2296
8,HEX HCLL,4,27,2022,10,1030
16,WTM WTTV,3,28,2022,1,287
40,BRDO,3,28,2022,2,71
16,DOR DESP,4,27,2022,19,3150
24,BRA STVS,6,28,2022,2,127
8,GUA SWG1,3,27,2022,8,2296
16,BDE BMESUP0,4,27,2022,29,3827
8,SAJ SJSP,4,27,2022,4,394
72,IOW,5,28,2022,187,6170
32,BBT,4,28,2022,125,5628
56,WAO,5,28,2022,113,4815
40,BWT,4,28,2022,78,4224
48,CFG,4,28,2022,77,5019
48,PPE,3,28,2022,14,1049
56,GY,4,27,2022,1,44
56,GT,4,27,2022,1,44
56,BUED,2,27,2022,3,64
48,HL,4,27,2022,1,44
64,CO,4,28,2022,1,64
64,CR,4,28,2022,1,64
4,WGZ WRAP,4,27,2022,4,1103
16,HT HTSUP1,4,28,2022,13,2004
40,BRDO,3,27,2022,2,71
8,HT HTSUP1,4,27,2022,5,904
16,WTM WTMS2,3,27,2022,21,2572
16,WTM WTMSUPP1,3,27,2022,17,2452
16,WTM WTTV,3,27,2022,1,287
8,ECS PROP,5,26,2022,4,1006
40,LAT,4,28,2022,2,44
40,LAT,4,27,2022,1,44
60,BOSC,0,26,2022,14,1730
64,PAC,3,28,2022,4,232
64,HE,3,28,2022,1,44
40,BWTH,4,27,2022,10,1036
40,BWTM,4,27,2022,7,606
48,EJC,4,27,2022,2,88
16,IOW PROP,5,26,2022,14,2566
40,PBL,5,27,2022,46,1562
48,ELC,4,27,2022,89,3790
32,CFT,4,27,2022,75,3910
40,BOR,3,27,2022,31,1876
112,TCN,5,27,2022,115,7498
64,FPP,3,28,2022,27,2178
64,TP,6,28,2022,44,2211
40,TP,5,28,2022,38,1704
40,TP,4,28,2022,38,2157
40,TP,3,28,2022,43,2608
40,TP,2,28,2022,44,1805
40,TP,1,28,2022,37,1961
64,TA,6,28,2022,43,1915
40,TA,5,28,2022,42,1964
40,TA,4,28,2022,51,2446
40,TA,3,28,2022,49,2253
40,TA,2,28,2022,43,1815
40,TA,1,28,2022,43,2080
72,KN,4,28,2022,63,2884
72,IG,4,28,2022,46,2347
72,CH,4,28,2022,59,2652
104,WGZ,4,28,2022,109,8859
48,BRN,3,28,2022,140,7537
32,HAT,4,28,2022,88,4576
48,YLG,4,28,2022,75,4665
48,EFG,4,28,2022,73,4386
40,ENI,3,28,2022,114,7251
32,THG,4,28,2022,107,4941
72,CTI,5,28,2022,98,8458
56,WGG,4,28,2022,65,4311
56,SNJ,3,28,2022,69,4383
56,GAZ,4,28,2022,57,3103
56,MG,5,28,2022,87,4421
48,EJ,4,28,2022,106,6298
32,BJ,4,28,2022,60,4271
40,SN,4,28,2022,105,5068
40,RA,3,28,2022,77,5113
48,TS,4,28,2022,103,5831
40,HN,4,28,2022,77,3512
40,BR,3,28,2022,87,5878
40,LA,4,28,2022,57,3017
40,TIV,2,28,2022,38,2693
56,ROM,5,28,2022,71,4866
72,HAM,4,28,2022,108,7381
72,BAG,4,28,2022,98,6255
64,AAD,5,28,2022,76,4962
80,WTM,3,28,2022,62,5316
40,GUA,3,28,2022,42,3552
48,BEXE,3,27,2022,8,1572
56,DNP,4,27,2022,108,4908
48,PEN,4,29,2022,39,3257
48,BAR,4,29,2022,47,3596
48,PPE,3,29,2022,14,1085
48,PMT,3,29,2022,44,2999
32,TLE TLSP,4,28,2022,5,859
92,INCU,0,31,2022,18,1714
8,IOW IOWS1,5,26,2022,1,111
228,DGLI,0,31,2022,93,7316
48,FL,5,28,2022,1,44
40,FL,4,28,2022,1,44
64,NWPI,3,28,2022,5,461
40,FL,3,28,2022,1,44
40,FL,2,28,2022,1,44
40,FL,1,28,2022,1,44
48,EPED,4,28,2022,9,954
48,CRS,4,28,2022,98,5111
64,HMA,6,27,2022,7,865
16,OHS PROP,3,26,2022,12,3445
40,WSW,4,28,2022,20,1385
40,RSW,4,28,2022,13,1403
40,ESW,4,28,2022,17,879
40,SWL,4,28,2022,121,6016
48,SXWO,4,27,2022,2,187
40,SXMS,3,27,2022,3,717
8,SWL SWLS,4,27,2022,14,1958
40,WSW,4,27,2022,20,1522
40,RSW,4,27,2022,9,1220
40,ESW,4,27,2022,17,1425
72,GH,3,28,2022,69,5341
80,GL,3,28,2022,182,9600
76,WRG,4,28,2022,109,5750
40,SAM,4,28,2022,90,4465
72,SHS,4,28,2022,146,7649
56,MCG,4,28,2022,72,4146
64,BUT,4,28,2022,84,4128
32,LEJ,4,28,2022,101,5862
48,KNG,4,28,2022,64,3361
72,BFP,5,28,2022,92,6136
40,SLO,5,28,2022,53,3874
40,BKN,3,28,2022,56,3782
48,DFP,3,28,2022,51,4339
72,IMR,4,27,2022,155,2559
8,ARG PROP,3,26,2022,3,862
8,CCH CCHSUP,3,27,2022,18,932
8,IRT ITSP,2,27,2022,18,773
40,CCH,3,27,2022,23,884
40,IRT,2,27,2022,20,1122
64,1EES,5,27,2022,1,143
108,BHQ,3,27,2022,17,1674
8,SHS STH,4,27,2022,8,595
48,TNA,0,27,2022,2,286
40,TNA,6,27,2022,6,843
40,TNA,5,27,2022,7,827
40,TNA,4,27,2022,9,1114
40,TNA,3,27,2022,8,842
40,TNA,2,27,2022,9,1060
40,TNA,1,27,2022,8,971
12,SDY,0,26,2022,1,296
80,SHE,0,26,2022,5,960
56,CIN,3,27,2022,63,3733
96,SCG,4,27,2022,130,6813
12,SPT,4,28,2022,1,291
8,SWA SASP,4,27,2022,4,617
28,HER,6,28,2022,21,2067
28,HER,5,28,2022,28,1907
28,HER,4,28,2022,27,2658
26,HER,3,28,2022,29,2479
24,HER,2,28,2022,35,2031
22,HER,1,28,2022,22,2066
48,ETI,6,28,2022,18,1178
48,ETI,5,28,2022,32,1556
48,ETI,4,28,2022,23,1824
48,ETI,3,28,2022,21,1417
48,ETI,2,28,2022,25,1639
72,REC,4,28,2022,79,5358
48,ETI,1,28,2022,28,2021
8,LMW LMWSUP,3,27,2022,18,773
8,ASH ASHSUP,3,27,2022,16,645
28,HER,6,27,2022,26,2850
26,HER,5,27,2022,28,2119
8,AYA AYRSUP,2,27,2022,22,1186
30,HER,4,27,2022,31,5062
24,HER,3,27,2022,27,1596
24,HER,2,27,2022,31,1983
22,HER,1,27,2022,24,1854
48,ETI,6,27,2022,19,1037
48,ETI,5,27,2022,36,1360
48,ETI,4,27,2022,21,1383
48,ETI,3,27,2022,28,1515
48,ETI,2,27,2022,24,1420
48,LMW,3,27,2022,29,1624
48,ETI,1,27,2022,25,2110
48,ASH,3,27,2022,32,1304
40,AYA,2,27,2022,22,985
56,OLT,5,28,2022,39,1834
40,OLT,3,28,2022,45,2319
40,OLT,2,28,2022,38,1829
40,OLT,1,28,2022,44,2246
36,EW,6,28,2022,18,2082
36,GRT,6,27,2022,29,1089
32,GRT,5,27,2022,35,1304
32,GRT,4,27,2022,32,1010
28,GRT,3,27,2022,34,1400
32,GRT,2,27,2022,41,1456
32,GRT,1,27,2022,35,1702
40,CLP,3,27,2022,31,1576
40,HLA,4,27,2022,31,1907
40,DBR,2,27,2022,22,1484
40,GZN,3,27,2022,30,1850
40,ALA,3,27,2022,52,2646
40,NEWS,6,27,2022,28,2030
40,NEWS,5,27,2022,25,1537
40,NEWS,4,27,2022,31,2046
40,NEWS,3,27,2022,26,1655
40,NEWS,2,27,2022,27,1371
40,NEWS,1,27,2022,29,1852
56,BWM,2,27,2022,78,4707
56,NE,6,28,2022,48,2247
56,NE,5,28,2022,66,3425
56,NE,4,28,2022,55,3271
56,NE,3,28,2022,54,2911
48,NE,2,28,2022,46,1621
48,NE,1,28,2022,47,1963
64,DU,4,28,2022,56,3984
88,DS,5,28,2022,80,5541
56,BNE,6,28,2022,62,2456
40,BNE,5,28,2022,73,2689
40,BNE,4,28,2022,76,3050
40,BNE,3,28,2022,67,2436
40,BNE,2,28,2022,62,2447
40,BNE,1,28,2022,62,2553
48,OLT,4,28,2022,48,2660
56,LTE,6,28,2022,53,2695
40,LTE,5,28,2022,66,3065
40,LTE,4,28,2022,60,2565
40,LTE,3,28,2022,52,2398
40,LTE,2,28,2022,51,2279
40,LTE,1,28,2022,50,2570
32,BRA,6,28,2022,25,1855
48,BRA,5,28,2022,39,2771
48,BRA,4,28,2022,43,4229
40,BRA,3,28,2022,38,2328
40,BRA,2,28,2022,29,2381
48,BRA,1,28,2022,30,2382
56,CEG,5,28,2022,47,2819
40,CEG,4,28,2022,46,2970
32,CEG,3,28,2022,41,2117
32,CEG,2,28,2022,52,1879
32,CEG,1,28,2022,40,1821
64,BEC,5,28,2022,119,7301
48,BEC,4,28,2022,96,4996
40,BEC,3,28,2022,91,4020
40,BEC,2,28,2022,146,3258
40,BEC,1,28,2022,77,2880
64,RJO,3,28,2022,135,6655
48,TLE,5,28,2022,69,3212
40,TLE,4,28,2022,69,3920
40,TLE,3,28,2022,63,2561
40,TLE,2,28,2022,62,2741
40,TLE,1,28,2022,61,2293
40,WN,6,28,2022,47,2602
40,WN,5,28,2022,63,2906
40,WN,4,28,2022,58,3799
32,WN,3,28,2022,55,2538
32,WN,2,28,2022,54,2082
32,WN,1,28,2022,46,2106
88,WGH,4,28,2022,99,10321
84,WIT,5,28,2022,87,8678
40,WIG,3,28,2022,48,4588
40,OHS,3,28,2022,54,4202
32,BIA,4,28,2022,39,4166
48,OXM,6,28,2022,29,2226
40,OXM,5,28,2022,41,3535
32,OXM,4,28,2022,47,3331
32,OXM,3,28,2022,27,2196
32,OXM,2,28,2022,32,2417
32,OXM,1,28,2022,28,1629
64,SDE,6,28,2022,89,4151
40,SDE,5,28,2022,93,4266
48,SDE,4,28,2022,87,4595
48,SDE,3,28,2022,75,3583
40,SDE,2,28,2022,84,3634
40,SDE,1,28,2022,75,3246
24,SWW,4,27,2022,90,4312
64,SAJ,4,27,2022,112,7681
48,BRI,4,27,2022,79,5899
56,DOR,6,27,2022,109,3637
40,DOR,5,27,2022,114,3507
40,DOR,4,27,2022,116,4267
40,DOR,3,27,2022,96,3111
40,DOR,2,27,2022,85,2833
40,DOR,1,27,2022,83,2795
72,BDE,6,27,2022,179,5788
48,BDE,5,27,2022,197,5098
48,BDE,4,27,2022,191,6528
48,BDE,3,27,2022,142,3832
40,BDE,2,27,2022,135,3779
40,BDE,1,27,2022,132,3524
48,SWA,6,28,2022,46,2854
44,SWA,5,28,2022,57,4605
40,SWA,4,28,2022,60,4339
40,SWA,3,28,2022,45,2821
32,SWA,2,28,2022,43,2867
32,SWA,1,28,2022,46,2895
68,TSF,6,26,2022,110,4894
4,TSF WRAP,6,26,2022,7,1162
40,HT HTSP,4,28,2022,1,287
64,TMAI,6,28,2022,40,3592
40,TMAI,4,28,2022,25,1901
40,TMAI,5,28,2022,32,1957
72,HT,4,28,2022,183,10535
40,TMAI,3,28,2022,30,2016
40,TMAI,2,28,2022,24,1719
40,TMAI,1,28,2022,26,2085
4,NF WRAP,5,27,2022,5,599
52,NF,5,27,2022,70,4161
64,TMAI,6,27,2022,38,3233
40,TMAI,5,27,2022,29,1636
72,TIME,4,27,2022,62,3944
40,TMAI,4,27,2022,31,2605
40,TMAI,3,27,2022,30,1948
40,TMAI,2,27,2022,27,1687
40,TMAI,1,27,2022,36,2159
32,HMS,5,27,2022,39,2576
56,ECS,5,27,2022,63,3921
8,NE NESUP0,2,27,2022,6,1032
16,BDE BMESUP0,2,26,2022,23,4298
8,TIV TIVY SUP1,2,26,2022,11,2295
8,WTM WTMSUPP1,3,26,2022,11,2295
32,VAD,5,26,2022,38,1718
32,STA,5,26,2022,36,1718
48,SXWO,4,26,2022,3,330
100,AFCB,4,27,2022,32,2963
40,SXMS,3,26,2022,2,187
24,DOR DESP,4,26,2022,1,143
40,WSW,4,26,2022,23,1400
40,RSW,4,26,2022,14,1589
40,ESW,4,26,2022,26,1211
40,SWL,4,27,2022,106,4800
72,IOW,5,27,2022,186,5824
32,BBT,4,27,2022,113,4471
56,WAO,5,27,2022,123,5176
40,BWT,4,27,2022,67,3576
48,CFG,4,27,2022,78,4275
16,DOR DESP,2,26,2022,23,4154
24,BDE BMESUP0,4,26,2022,3,350
64,CO,4,27,2022,1,64
64,CR,4,27,2022,1,64
8,NE NESUP0,4,27,2022,9,1431
8,GUA SWG1,3,26,2022,11,2295
16,WTM WTTV,3,26,2022,1,287
48,PMT,3,28,2022,42,2840
64,PAC,3,27,2022,2,108
64,HE,3,27,2022,3,152
96,MEND,4,26,2022,2,20
8,AAD AASup0,5,26,2022,1,143
40,BRDO,3,26,2022,2,71
8,BAG BGSUPP0,4,26,2022,1,143
40,LAT,4,26,2022,2,44
64,HE,3,26,2022,2,89
4,HAT WRAP,4,26,2022,4,1103
8,NEWS NASSP,4,26,2022,6,744
8,WN WNSP,3,26,2022,6,507
16,TWN TWNSUPP1,3,27,2022,10,1765
32,TWN TWNS,3,27,2022,16,4593
8,HAM HampSup0,4,26,2022,1,143
72,TWN,3,27,2022,60,3477
80,HEX,4,27,2022,81,4700
68,PMS,4,27,2022,39,3481
8,ROM RASUP,5,26,2022,1,143
8,BWT BWS1,4,26,2022,11,1030
16,NE NESUP0,5,26,2022,14,3140
40,BWTH,4,26,2022,11,901
40,BWTM,4,26,2022,6,159
48,HL,4,26,2022,3,207
132,CALI,4,27,2022,44,3926
16,IOW PROP,5,25,2022,13,2231
40,PBL,5,26,2022,40,1490
48,ELC,4,26,2022,84,3423
32,CFT,4,26,2022,67,3918
40,BOR,3,26,2022,46,1804
64,FPP,3,27,2022,41,5915
96,SCG,4,26,2022,136,7048
64,TP,6,27,2022,33,1504
40,TP,5,27,2022,42,2053
40,TP,4,27,2022,49,3400
40,TP,3,27,2022,52,2638
40,TP,2,27,2022,52,1982
40,TP,1,27,2022,40,1890
64,TA,6,27,2022,40,1713
40,TA,5,27,2022,46,1764
40,TA,4,27,2022,49,2826
40,TA,3,27,2022,46,2036
40,TA,2,27,2022,43,1816
40,TA,1,27,2022,38,1627
72,KN,4,27,2022,55,1975
72,IG,4,27,2022,44,2605
72,CH,4,27,2022,58,2946
108,WGZ,4,27,2022,100,7760
48,BRN,3,27,2022,155,7247
32,HAT,4,27,2022,101,4833
48,YLG,4,27,2022,65,4185
48,EFG,4,27,2022,62,4306
40,ENI,3,27,2022,101,5934
32,THG,4,27,2022,108,4466
72,CTI,5,27,2022,86,6032
56,WGG,4,27,2022,65,3248
56,SNJ,3,27,2022,59,3266
56,GAZ,4,27,2022,67,3292
56,MG,5,27,2022,92,4354
48,EJ,4,27,2022,109,6265
32,BJ,4,27,2022,68,4811
40,SN,4,27,2022,90,4407
40,RA,3,27,2022,84,4975
48,TS,4,27,2022,105,5482
40,HN,4,27,2022,67,3043
40,BR,3,27,2022,95,5760
40,LA,4,27,2022,54,2840
72,HT,4,27,2022,187,10097
40,TIV,2,27,2022,43,3367
56,ROM,5,27,2022,73,5288
72,HAM,4,27,2022,100,5825
72,BAG,4,27,2022,85,5918
64,AAD,5,27,2022,85,5756
80,WTM,3,27,2022,62,5488
40,GUA,3,27,2022,42,3322
8,CFG CFGSUP1,4,26,2022,10,1031
48,BEXE,3,26,2022,9,929
80,IMR,4,26,2022,144,3191
56,BUED,2,26,2022,4,73
56,DNP,4,26,2022,98,4856
48,PEN,4,28,2022,46,3582
48,BAR,4,28,2022,40,2778
16,OHS PROP,3,25,2022,13,3733
72,HMA,6,26,2022,15,1688
16,TP YPSP,3,26,2022,16,2577
116,CNST,4,27,2022,128,12908
8,GH GAZHSUP,3,26,2022,17,2188
96,MEND,4,25,2022,3,64
32,SOH,0,31,2022,25,3273
48,ASH,3,26,2022,30,1483
40,IRT,2,26,2022,23,1145
40,CCH,3,26,2022,26,1325
48,LMW,3,26,2022,25,975
40,AYA,2,26,2022,20,1110
56,CIN,3,26,2022,55,2858
72,GH,3,27,2022,72,5685
72,WRG,4,27,2022,89,4554
40,SAM,4,27,2022,82,3905
72,SHS,4,27,2022,148,7965
56,MCG,4,27,2022,65,2489
64,BUT,4,27,2022,76,3646
48,KNG,4,27,2022,65,3274
72,BFP,5,27,2022,84,5440
40,SLO,5,27,2022,56,3845
72,REC,4,27,2022,76,4154
40,BKN,3,27,2022,50,3914
80,GL,3,27,2022,176,7872
32,LEJ,4,27,2022,89,4575
8,ARG PROP,3,25,2022,1,288
40,WCH,3,29,2022,46,3936
80,OXT,4,29,2022,99,10894
56,OBCA,3,29,2022,71,4844
16,ARG AGS,6,29,2022,1,287
8,ARG AMS,5,29,2022,9,1138
8,ARG AGNS,1,29,2022,1,287
40,ARG,6,29,2022,36,2267
40,ARG,5,29,2022,50,3240
40,ARG,4,29,2022,52,3734
32,ARG,3,29,2022,40,2510
32,ARG,2,29,2022,40,2347
32,ARG,1,29,2022,35,2060
4,SWA WRAP,4,27,2022,4,1103
8,WIT WITSUPP0,5,27,2022,3,330
8,GRT GTSP,5,26,2022,11,1334
8,WGH WGH0,4,27,2022,3,330
116,HSC,4,27,2022,79,5586
88,WGMG,4,27,2022,2,108
88,WGC,4,27,2022,2,108
88,WGMG,4,26,2022,2,108
88,WGC,4,26,2022,2,108
48,TNA,0,26,2022,2,430
40,TNA,6,26,2022,8,971
4,TSF WRAP,6,25,2022,7,1004
40,TNA,5,26,2022,8,971
84,TSF,6,25,2022,123,7466
80,SHE,0,25,2022,4,609
40,TNA,4,26,2022,8,1194
40,TNA,3,26,2022,9,985
40,TNA,2,26,2022,10,1347
40,TNA,1,26,2022,7,1076
12,SDY,0,25,2022,1,296
28,HER,6,26,2022,20,3499
26,HER,5,26,2022,35,3000
24,HER,4,26,2022,26,2250
26,HER,3,26,2022,37,1988
24,HER,2,26,2022,29,1878
22,HER,1,26,2022,20,1372
48,ETI,6,26,2022,19,1381
48,ETI,5,26,2022,29,1857
48,ETI,4,26,2022,26,1683
48,ETI,3,26,2022,24,1557
48,ETI,2,26,2022,24,1823
48,ETI,1,26,2022,21,1482
48,EJC,4,26,2022,2,88
48,GW,4,27,2022,49,4099
40,WCH,3,28,2022,40,3085
80,OXT,4,28,2022,90,9060
56,OBCA,3,28,2022,67,5409
16,ARG AGS,6,28,2022,1,287
8,ARG AMS,5,28,2022,7,965
8,ARG AGNS,1,28,2022,1,287
40,ARG,6,28,2022,35,2134
40,ARG,5,28,2022,50,3369
40,ARG,4,28,2022,50,2860
32,ARG,3,28,2022,36,2194
32,ARG,2,28,2022,35,2290
32,ARG,1,28,2022,34,1441
56,OLT,5,27,2022,39,1866
40,OLT,3,27,2022,38,1744
40,OLT,2,27,2022,36,1782
40,OLT,1,27,2022,37,1916
36,EW,6,27,2022,19,2081
36,GRT,6,26,2022,27,1065
32,GRT,5,26,2022,40,2136
32,GRT,4,26,2022,35,1142
28,GRT,3,26,2022,38,1256
32,GRT,2,26,2022,32,1682
32,GRT,1,26,2022,34,1458
40,CLP,3,26,2022,29,1592
40,HLA,4,26,2022,31,1511
40,DBR,2,26,2022,20,1511
40,GZN,3,26,2022,38,2021
40,ALA,3,26,2022,51,2003
40,NEWS,6,26,2022,33,3263
40,NEWS,5,26,2022,31,2068
40,NEWS,4,26,2022,32,1838
40,NEWS,3,26,2022,31,1772
40,NEWS,2,26,2022,29,1763
40,NEWS,1,26,2022,30,1807
56,BWM,2,26,2022,85,3908
56,NE,6,27,2022,59,3216
56,NE,5,27,2022,62,3748
56,NE,4,27,2022,54,2262
56,NE,3,27,2022,51,2876
48,NE,2,27,2022,49,1606
48,NE,1,27,2022,45,1850
64,DU,4,27,2022,56,4102
88,DS,5,27,2022,99,6279
56,BNE,6,27,2022,61,2610
40,BNE,5,27,2022,70,2718
40,BNE,4,27,2022,70,2757
40,BNE,3,27,2022,58,2460
40,BNE,2,27,2022,54,2596
40,BNE,1,27,2022,60,2501
48,OLT,4,27,2022,48,2077
56,LTE,6,27,2022,52,2682
40,LTE,5,27,2022,55,2427
40,LTE,4,27,2022,63,2799
40,LTE,3,27,2022,53,2291
40,LTE,2,27,2022,54,2610
40,LTE,1,27,2022,54,2559
32,BRA,6,27,2022,25,1455
48,BRA,5,27,2022,43,3321
48,BRA,4,27,2022,49,3794
40,BRA,3,27,2022,40,2763
40,BRA,2,27,2022,30,2080
48,BRA,1,27,2022,30,2347
56,CEG,5,27,2022,54,2678
40,CEG,4,27,2022,48,3476
32,CEG,3,27,2022,44,2017
32,CEG,2,27,2022,51,1936
32,CEG,1,27,2022,38,1636
64,BEC,5,27,2022,122,6765
48,BEC,4,27,2022,95,4956
40,BEC,3,27,2022,86,3384
40,BEC,2,27,2022,137,3349
40,BEC,1,27,2022,76,2806
40,WN,6,27,2022,50,2376
40,WN,5,27,2022,62,2919
40,WN,4,27,2022,75,4193
32,WN,3,27,2022,59,2367
32,WN,2,27,2022,47,2007
32,WN,1,27,2022,44,2217
88,WGH,4,27,2022,91,9598
80,WIT,5,27,2022,72,6294
40,WIG,3,27,2022,51,4321
80,OXT,4,27,2022,100,9521
40,OHS,3,27,2022,55,3938
32,BIA,4,27,2022,40,4283
48,OXM,6,27,2022,29,2039
40,OXM,5,27,2022,44,3702
32,OXM,4,27,2022,47,3682
32,OXM,3,27,2022,38,2361
